transaction_id,user_id,transaction_date,username,email,age,subscription,region,city,store_id,product_category,sale_amount,price,status,raw_timestamp
19,1131,2025-10-13,mccallheather,gturner@example.org,29,Basic,East,Mumbai,12,Clothing,4704.05,680.92,Pending,2005-09-28 23:16:06
204,1161,2025-07-03,robertbaker,rgibbs@example.com,52,Premium,North,Bangalore,13,Groceries,4177.83,2662.06,Completed,1970-07-09 23:05:49
232,1147,2026-03-26,amanda61,nicholasgutierrez@example.org,40,Basic,North,Delhi,7,Electronics,3293.11,1629.51,Completed,2016-02-27 09:37:31
31,1065,2025-07-20,jacksonbrian,dawn87@example.org,19,Basic,East,Delhi,7,Electronics,4956.33,1503.42,Completed,1976-08-06 07:11:47
250,1149,2025-10-28,ireed,hodgekatherine@example.net,52,Premium,North,Chennai,3,Clothing,4393.22,1414.9,Completed,2000-12-13 16:31:38
119,1178,2026-05-22,sarah60,cheyenne33@example.net,52,Basic,South,Bangalore,6,Clothing,1392.3,490.04,Pending,2009-08-25 12:39:08
238,1061,2025-10-03,uwoods,michaelbuchanan@example.org,60,Basic,South,Chennai,17,Books,3530.34,2050.15,Completed,1978-08-09 11:18:44
122,1113,2026-02-15,cathy95,vbrown@example.org,56,Basic,East,Chennai,9,Electronics,2656.73,375.94,Completed,1989-01-03 02:10:12
95,1143,2025-08-22,joshuacarney,denise88@example.org,22,Premium,South,Bangalore,14,Groceries,2168.35,1400.21,Completed,1971-12-18 12:13:16
104,1041,2025-07-27,julie43,adrianamcdonald@example.com,16,Premium,West,Delhi,4,Groceries,4776.99,1266.49,Pending,1997-07-22 17:59:59
16,1199,2026-06-15,xcurtis,griffinjessica@example.org,64,Basic,North,Hyderabad,19,Electronics,4841.96,1633.23,Pending,1991-05-03 18:11:09
199,1084,2026-01-25,ebennett,yvonnerobinson@example.com,60,Premium,East,Mumbai,9,Clothing,3762.05,679.18,,1975-12-29 07:31:22
212,1089,2025-07-22,emilyduncan,lisascott@example.org,32,Basic,South,Hyderabad,15,Books,4219.21,2165.25,Pending,2019-07-08 08:59:51
246,1129,2026-04-22,psims,christopherkrause@example.net,35,Premium,West,Bangalore,3,Clothing,3683.57,2699.34,Pending,2005-06-07 03:40:19
20,1186,2026-01-12,david73,ireeves@example.com,16,Premium,North,Delhi,7,Clothing,545.05,2599.31,Pending,1995-11-15 11:00:27
120,1045,2026-02-18,brownbenjamin,wbrandt@example.org,26,Basic,West,Chennai,2,Electronics,4135.4,2484.43,,2003-01-15 10:46:13
173,1131,2025-07-23,jeremy85,adamhill@example.net,50,Premium,West,Hyderabad,19,Books,137.15,872.23,Completed,2003-02-26 04:24:41
158,1054,2025-12-02,williamsmichael,troyrogers@example.com,47,Basic,North,Mumbai,1,Groceries,1595.19,685.44,Completed,1974-03-24 00:31:01
122,1096,2026-04-30,abigail77,michaellawrence@example.org,59,Premium,North,Chennai,12,Books,3068.16,2153.45,Pending,2003-07-06 09:47:04
201,1017,2026-02-05,edwinriggs,stephanie11@example.com,53,Premium,North,Chennai,13,Groceries,3333.28,2097.46,Pending,2022-09-12 22:37:37
131,1116,2025-07-30,schneidermark,johncameron@example.org,58,Basic,North,Delhi,6,Groceries,3634.53,1441.78,Completed,1979-08-29 12:37:48
136,1012,2026-01-09,johnsonjeffrey,brownjoann@example.org,49,Premium,East,Bangalore,5,Groceries,4804.38,2545.88,,1989-02-25 04:04:40
31,1177,2026-03-15,erin04,susanhardin@example.net,38,Premium,South,Delhi,17,Books,4458.0,1000.26,,1991-03-26 01:19:26
174,1066,2026-04-16,kross,annamcgee@example.com,60,Premium,South,Chennai,4,Clothing,253.68,2213.87,Pending,1987-02-13 20:51:08
35,1168,2025-10-23,hahnmarissa,bianca00@example.org,48,Premium,South,Delhi,19,Electronics,4042.04,448.4,,1991-01-21 08:58:51
8,1100,2025-10-08,joditurner,aliciasosa@example.org,52,Premium,West,Chennai,7,Electronics,288.57,2324.07,Completed,2021-12-18 07:17:54
292,1017,2025-07-07,jamesmartinez,linda69@example.com,30,Basic,East,Mumbai,10,Groceries,1362.61,1038.24,Completed,1987-06-25 14:22:08
175,1030,2026-06-11,ryanjohnson,brittanybates@example.com,47,Premium,East,Chennai,4,Books,4895.45,519.51,Pending,2008-11-12 20:24:05
247,1001,2026-06-21,cynthia93,jimenezsteven@example.com,61,Premium,West,Bangalore,11,Groceries,4259.05,1539.52,Completed,1987-02-03 16:05:22
44,1153,2025-08-23,hdouglas,uwallace@example.com,60,Premium,South,Hyderabad,12,Clothing,2804.24,976.39,,1972-05-11 19:59:44
77,1189,2025-09-08,alexandermary,wjohnson@example.org,47,Basic,North,Chennai,20,Groceries,4668.78,933.87,Pending,2016-10-30 15:23:11
35,1175,2025-09-09,charlesunderwood,maryhorn@example.net,62,Premium,West,Bangalore,2,Electronics,2077.96,532.32,,2013-05-30 15:35:57
186,1177,2026-04-28,ryanabbott,kaylakline@example.org,51,Premium,East,Chennai,17,Clothing,1486.88,2715.51,Pending,1993-05-10 20:30:08
155,1140,2026-03-28,carterjoseph,brianabarnett@example.org,63,Basic,East,Hyderabad,11,Electronics,1668.56,2460.89,Completed,1990-08-31 20:43:17
40,1185,2025-09-22,matthewjohnson,ritamacias@example.com,34,Premium,South,Bangalore,1,Books,1397.23,339.08,Completed,1970-11-09 10:06:17
265,1007,2026-01-30,mscott,karinabarajas@example.com,20,Basic,North,Hyderabad,11,Clothing,2152.87,1279.07,Pending,1979-10-12 11:10:46
59,1103,2025-12-12,michelle31,gerald49@example.net,19,Premium,North,Chennai,15,Groceries,4267.24,2832.94,Completed,2016-09-04 11:24:09
87,1067,2025-09-03,rosegary,philliphernandez@example.com,34,Premium,West,Mumbai,2,Clothing,1377.4,2162.79,Completed,1987-07-08 08:20:59
57,1021,2025-10-24,mlewis,aleach@example.net,65,Basic,North,Delhi,17,Books,989.45,1575.23,Completed,1998-08-15 00:04:13
65,1172,2026-06-07,mooremegan,joshua95@example.com,35,Premium,East,Chennai,20,Clothing,949.39,309.27,,1988-02-09 13:39:14
187,1180,2025-09-09,patricia01,caleb96@example.net,53,Premium,South,Delhi,5,Clothing,3484.74,1286.88,,1974-08-16 13:08:56
23,1101,2026-03-04,morrischarles,jeffscott@example.org,55,Basic,East,Hyderabad,15,Books,2024.48,1569.8,,1981-06-12 14:41:20
289,1077,2026-06-19,timothywright,ryan35@example.com,54,Premium,South,Hyderabad,20,Clothing,1104.97,866.34,,1979-09-14 19:20:07
179,1057,2026-06-20,asanford,jessebailey@example.net,43,Basic,North,Chennai,20,Clothing,4178.15,2870.04,,2012-08-28 23:21:22
81,1155,2026-01-10,kbender,manuelbrown@example.net,63,Basic,West,Mumbai,13,Groceries,2319.88,514.6,Pending,2022-08-10 10:44:58
21,1090,2026-01-25,gonzalesdwayne,kellyscott@example.com,34,Premium,South,Bangalore,9,Groceries,3318.37,1205.67,,1989-05-10 14:57:45
285,1088,2025-10-18,holmesmichael,fpope@example.org,43,Premium,West,Chennai,12,Clothing,2633.28,1891.17,,2018-02-23 16:38:55
121,1051,2025-10-10,alvaradolinda,john16@example.net,39,Premium,West,Mumbai,13,Books,1248.85,1499.14,Completed,2013-03-10 22:40:07
56,1019,2026-02-02,qdaniels,davidwatson@example.com,61,Premium,East,Mumbai,18,Clothing,2787.2,2522.52,Pending,1980-11-08 18:37:29
89,1075,2025-07-27,harrismichelle,destiny56@example.org,52,Basic,South,Chennai,15,Groceries,3110.91,498.43,Completed,1995-03-23 04:58:27
75,1179,2026-02-09,angela61,jacobskinner@example.net,63,Premium,North,Delhi,4,Electronics,1683.78,100.06,,1984-03-10 15:06:45
96,1032,2025-07-04,abigail05,austin99@example.org,57,Premium,South,Chennai,18,Clothing,3974.95,1954.17,Completed,1990-09-25 05:29:13
55,1046,2026-05-25,katelyncook,rwalton@example.net,60,Premium,South,Delhi,19,Electronics,1491.93,2213.81,Completed,1975-04-23 16:10:44
221,1099,2025-06-27,johnsonregina,dianapoole@example.net,35,Basic,North,Hyderabad,14,Groceries,4640.24,414.85,Completed,2025-01-02 20:45:20
270,1076,2025-12-25,joseph03,rodneyhunter@example.org,22,Premium,South,Mumbai,18,Books,4771.38,1658.01,,2001-05-21 18:56:21
209,1142,2026-03-20,wallacerussell,nathanielwells@example.net,64,Basic,East,Chennai,3,Electronics,494.47,1787.03,Completed,2023-12-13 18:45:00
115,1095,2026-05-23,dcampos,bpowell@example.com,40,Premium,South,Mumbai,17,Electronics,2171.93,1159.16,Pending,1984-04-07 10:53:36
107,1185,2026-01-31,carmenbowers,tracyfoster@example.net,56,Premium,North,Delhi,20,Clothing,4646.02,2364.0,,2003-07-09 08:31:08
283,1031,2025-07-30,jeffreyhernandez,tiffany91@example.com,29,Basic,East,Bangalore,11,Books,4979.82,2405.56,,1998-03-29 07:24:50
275,1153,2026-01-30,jeffrey26,alyssashaw@example.com,46,Premium,North,Hyderabad,14,Groceries,256.58,2929.49,Completed,1988-10-16 18:43:21
201,1176,2026-03-31,katherineroberts,ycunningham@example.org,33,Basic,West,Delhi,17,Books,1836.28,2272.55,,1984-09-04 01:47:32
204,1084,2025-08-03,nathan02,bernardmichael@example.com,64,Basic,West,Chennai,11,Electronics,3030.12,1669.91,Pending,1974-11-13 12:04:07
36,1009,2025-10-29,leejessica,watkinsnancy@example.net,16,Premium,South,Chennai,17,Books,2459.9,2317.94,Pending,2020-07-10 18:38:40
172,1005,2026-04-28,wdavis,mary15@example.org,15,Basic,West,Chennai,13,Books,3270.21,1859.1,Completed,2015-07-21 19:16:04
207,1014,2025-08-11,kellyadams,todd18@example.org,21,Premium,South,Chennai,6,Books,1003.24,93.69,Pending,2022-09-14 20:39:45
298,1192,2026-01-17,abecker,jgonzalez@example.org,29,Basic,South,Hyderabad,5,Books,3254.5,2137.22,,1999-06-25 02:47:10
67,1002,2026-01-15,garnerjennifer,monicaorozco@example.com,50,Basic,South,Hyderabad,1,Groceries,2459.61,2700.93,,2004-01-13 16:48:52
172,1102,2026-01-23,jamieadams,emily13@example.com,21,Premium,North,Hyderabad,13,Groceries,3070.32,1813.71,Pending,1987-04-29 06:34:23
45,1062,2025-07-31,matthew76,izamora@example.net,19,Premium,West,Mumbai,19,Clothing,244.42,1624.55,Pending,1985-09-18 17:57:28
230,1103,2026-03-11,jamie59,jasonblair@example.org,25,Basic,North,Hyderabad,8,Groceries,2650.68,678.68,Completed,1991-10-21 15:02:29
16,1058,2025-08-05,gary50,brent05@example.org,53,Premium,East,Chennai,1,Clothing,1778.92,2762.92,Pending,1978-03-22 09:05:23
41,1097,2026-05-14,stevensjoy,cooperselena@example.org,28,Premium,West,Mumbai,2,Books,151.79,2145.18,Completed,2017-06-14 02:01:45
221,1127,2025-08-31,bonnie66,davidmccall@example.com,63,Premium,South,Mumbai,20,Groceries,425.88,196.58,,1971-01-25 17:47:42
131,1020,2025-08-28,walkertoni,ftaylor@example.net,54,Basic,North,Chennai,4,Electronics,4492.59,1343.27,Completed,2016-08-28 01:14:54
173,1073,2025-07-16,austingonzales,matthewskathleen@example.com,48,Basic,West,Chennai,18,Books,4364.93,2118.69,Pending,1984-03-26 07:16:27
66,1162,2025-07-09,derrickhancock,kedwards@example.com,16,Premium,North,Bangalore,3,Groceries,3599.53,635.9,Pending,2019-02-21 20:29:10
233,1146,2026-06-22,sharonwallace,jennifer54@example.org,34,Premium,South,Delhi,1,Electronics,2617.61,146.2,,2021-04-12 14:38:39
202,1038,2025-10-31,harold56,megan95@example.com,43,Premium,South,Chennai,10,Groceries,102.96,2827.94,Pending,1989-01-02 08:04:57
102,1081,2025-10-18,salazaraustin,warnermiguel@example.org,28,Premium,North,Mumbai,4,Groceries,2789.97,987.25,,1976-11-03 06:41:01
140,1047,2025-09-08,cartersonya,julie97@example.net,50,Premium,West,Bangalore,16,Electronics,900.85,1211.31,Completed,1987-11-18 06:13:12
58,1050,2025-07-19,danielclarke,mirandachristine@example.com,44,Premium,North,Mumbai,15,Groceries,1100.57,1297.35,Pending,1984-06-04 07:19:41
210,1163,2026-01-10,johnjones,garciajohn@example.com,51,Premium,East,Bangalore,7,Clothing,200.68,2200.4,,2014-05-24 14:34:33
25,1131,2026-04-07,josephhopkins,mathisderrick@example.net,53,Basic,East,Chennai,20,Books,1984.58,2396.51,,1971-01-12 09:22:56
300,1006,2025-08-21,matthewburgess,bridgetsherman@example.net,55,Premium,East,Hyderabad,20,Clothing,2973.91,458.04,,1995-06-17 17:21:06
42,1103,2025-07-07,alexandra40,brownwilliam@example.com,26,Premium,South,Chennai,8,Clothing,3844.53,403.88,Completed,2009-02-21 11:21:47
158,1145,2025-07-11,acraig,ograham@example.com,58,Basic,East,Hyderabad,20,Books,412.99,1355.77,,1995-08-03 10:41:24
2,1111,2026-05-09,zwatson,jacob35@example.org,20,Premium,North,Hyderabad,10,Electronics,3810.62,1907.23,Completed,2021-12-22 15:55:07
37,1002,2025-09-24,jacobmays,krobinson@example.net,35,Premium,North,Bangalore,13,Clothing,3201.2,2954.71,Pending,2006-04-14 08:37:39
178,1026,2025-08-13,ritterandrew,mereditholiver@example.com,61,Premium,West,Bangalore,20,Clothing,4352.91,170.6,,2002-04-14 16:59:29
138,1183,2026-05-18,apierce,brian84@example.org,48,Premium,South,Hyderabad,7,Clothing,1120.39,2397.23,,1977-08-16 18:44:49
64,1186,2025-12-14,john01,thomasjohn@example.com,18,Basic,West,Delhi,13,Electronics,4494.72,2332.36,,2002-08-31 21:18:17
217,1008,2026-04-23,mckenziedavid,nberger@example.com,17,Basic,North,Mumbai,3,Clothing,904.71,2603.01,Pending,1991-05-24 20:38:39
223,1176,2026-06-21,nathangray,elizabeth92@example.org,65,Premium,East,Delhi,5,Books,3081.09,1740.83,Pending,2001-06-26 00:41:39
208,1021,2026-03-11,petersalexander,ernestsutton@example.net,28,Premium,East,Chennai,15,Electronics,2902.61,763.58,Pending,1999-06-02 18:16:52
251,1025,2026-01-08,cparks,ariana64@example.org,53,Basic,North,Delhi,3,Electronics,1292.58,1427.95,,2009-08-19 08:03:40
128,1090,2026-01-04,dennis15,michael61@example.net,48,Basic,North,Hyderabad,2,Books,2979.32,2541.11,Completed,1985-06-19 16:04:44
282,1092,2026-05-02,nancy81,adam34@example.org,29,Premium,South,Bangalore,2,Books,4244.98,2127.06,Completed,1971-09-05 07:34:46
109,1165,2025-11-02,tarakaiser,david24@example.net,39,Premium,East,Delhi,9,Books,567.47,432.25,Pending,2009-06-16 00:23:54
292,1071,2025-11-10,fhansen,iswanson@example.org,57,Basic,East,Mumbai,9,Books,3458.42,2347.53,,2024-02-18 07:24:32
193,1088,2025-11-29,kduarte,josephhorton@example.net,46,Basic,South,Chennai,11,Clothing,1842.59,2641.76,Pending,1983-03-12 01:19:52
223,1018,2025-09-19,kimberlyking,fpeck@example.com,32,Basic,West,Delhi,4,Clothing,4266.8,2280.56,Pending,2006-03-01 17:11:12
81,1188,2026-01-23,lwoods,matthew11@example.com,52,Basic,North,Chennai,12,Electronics,3174.98,2234.33,Completed,2020-03-25 11:26:08
215,1135,2025-08-13,wsalas,david01@example.com,21,Basic,East,Mumbai,9,Books,1731.91,1535.11,Completed,1970-01-31 21:47:12
118,1096,2026-02-26,parsonsalexandra,adamsdesiree@example.net,38,Premium,East,Bangalore,20,Clothing,696.42,2570.55,,1976-04-11 23:24:46
1,1151,2025-11-29,andrewmathis,charlesweiss@example.net,22,Premium,South,Mumbai,10,Electronics,3322.55,1892.66,Pending,2021-07-08 22:43:39
278,1200,2025-07-19,dmiller,denise07@example.org,43,Basic,South,Chennai,16,Electronics,705.19,731.64,Pending,2010-08-24 04:45:05
154,1165,2026-03-25,loriharris,kimberly94@example.net,65,Premium,North,Chennai,13,Books,4969.73,1672.15,Completed,1993-03-11 02:18:49
154,1031,2026-05-01,xfreeman,urodriguez@example.org,22,Premium,South,Hyderabad,10,Electronics,4031.63,2327.48,,2002-08-27 00:14:19
296,1163,2026-06-17,rachelmendez,piercewilliam@example.net,26,Basic,North,Bangalore,9,Groceries,4164.79,2710.3,Completed,2015-06-16 22:47:44
166,1054,2025-07-17,rickyhopkins,uanderson@example.com,41,Basic,West,Mumbai,20,Books,271.46,314.29,Completed,2006-05-01 00:41:19
143,1112,2026-04-09,lancehudson,danielwilliams@example.net,41,Basic,South,Hyderabad,17,Books,2836.27,545.65,Completed,1985-07-18 13:13:17
153,1173,2025-08-15,mmorris,fritzcheyenne@example.org,42,Basic,South,Delhi,13,Electronics,2571.82,2295.27,Completed,2007-08-14 18:19:44
155,1192,2025-11-26,maryroberts,robertadkins@example.org,17,Premium,North,Chennai,6,Books,3429.06,2632.76,Completed,2005-01-30 13:33:46
92,1176,2026-06-22,fsanchez,johnsonadam@example.com,20,Premium,East,Bangalore,4,Books,3605.28,1419.41,,2011-09-08 21:04:32
28,1045,2025-12-25,michelle65,hherring@example.net,29,Premium,East,Mumbai,10,Clothing,1987.27,1729.64,,1970-03-23 23:40:46
163,1183,2025-10-15,lloydemily,ronaldgonzalez@example.com,21,Premium,West,Delhi,7,Books,508.6,138.43,Pending,1994-10-08 11:13:49
22,1133,2026-05-17,nelsonbrandon,amberwang@example.net,33,Basic,North,Delhi,14,Groceries,3066.32,1015.83,Pending,1972-12-15 19:21:02
9,1120,2026-04-19,larsonrobin,joshua05@example.net,26,Basic,East,Delhi,11,Electronics,3316.71,2087.47,Completed,2025-09-16 11:46:05
283,1032,2025-09-04,preid,jennifer59@example.com,30,Premium,North,Chennai,7,Groceries,3590.51,2386.44,,1983-07-23 20:48:50
100,1026,2025-11-24,millernicole,deckerrenee@example.org,19,Premium,West,Bangalore,12,Groceries,4690.31,1932.31,,2021-08-23 16:25:41
143,1158,2025-11-12,ericbradley,garciaemma@example.org,44,Premium,North,Bangalore,2,Clothing,2588.19,2423.03,,2025-06-18 19:19:41
298,1052,2025-11-24,lindajimenez,raydaniel@example.net,57,Basic,West,Hyderabad,18,Groceries,383.85,1745.29,,1982-01-03 15:49:06
96,1151,2025-08-07,jessicasmith,williamscrystal@example.com,21,Basic,South,Chennai,14,Groceries,3962.28,685.33,Completed,2002-11-18 18:00:14
20,1016,2025-07-03,rileychristine,curryfrancisco@example.com,20,Premium,East,Mumbai,10,Electronics,4627.72,1502.29,,2007-09-23 12:32:43
171,1085,2025-07-04,milleramanda,danielclay@example.net,56,Premium,West,Mumbai,14,Books,4254.26,365.21,,2008-05-14 16:55:37
167,1099,2026-01-12,gdiaz,singhphillip@example.org,62,Premium,South,Hyderabad,8,Books,2911.7,2130.88,Pending,2009-04-08 08:52:45
157,1017,2025-07-20,qrobles,pamela15@example.com,38,Basic,South,Bangalore,10,Clothing,1320.57,1372.41,Completed,1996-04-27 01:53:24
233,1096,2025-11-05,josephjimenez,gaguilar@example.com,19,Premium,West,Mumbai,4,Groceries,482.39,1745.68,Pending,2014-11-05 17:58:24
274,1120,2025-09-24,juliakelley,vmoore@example.com,61,Premium,East,Delhi,19,Clothing,4251.64,2107.1,,1979-08-23 06:02:24
138,1003,2025-06-29,leslie69,ifrazier@example.org,51,Basic,East,Mumbai,17,Clothing,2765.89,2287.59,Pending,2002-11-25 05:42:20
220,1107,2025-11-11,kdowns,greenkaren@example.org,49,Premium,East,Mumbai,7,Electronics,2972.46,235.99,Completed,2007-06-01 21:40:24
233,1188,2025-12-27,valerierobles,brooke36@example.org,17,Basic,North,Bangalore,20,Groceries,3130.59,2037.06,Completed,1986-07-18 10:59:10
118,1195,2026-01-15,paulrichard,michaelsmith@example.org,48,Premium,South,Chennai,10,Books,1885.72,2533.1,,1981-08-20 20:48:46
93,1062,2026-03-01,jennifer82,erin06@example.org,31,Premium,South,Hyderabad,4,Groceries,4222.14,1525.34,Completed,1992-02-03 13:47:59
116,1162,2025-11-19,ddean,ucook@example.net,39,Premium,South,Hyderabad,10,Groceries,2145.32,363.76,,2003-03-20 15:40:38
138,1127,2026-06-16,stevenmorales,carol46@example.com,55,Premium,South,Chennai,11,Clothing,2703.69,979.18,Pending,1979-03-13 20:52:17
60,1135,2026-02-05,alicia29,goodmanlindsey@example.org,16,Premium,South,Chennai,19,Books,824.05,2006.58,Completed,1996-03-05 11:35:33
32,1116,2026-01-06,nicole01,oraymond@example.net,20,Basic,South,Chennai,9,Clothing,1152.31,1853.09,,2001-08-17 18:56:44
283,1052,2026-06-06,patricia69,jeffrey83@example.com,28,Premium,North,Chennai,9,Clothing,3057.99,2303.53,Pending,1988-08-06 23:47:50
261,1075,2026-03-22,ylara,torreskimberly@example.org,30,Basic,North,Mumbai,15,Books,3124.24,2398.95,,1994-09-24 10:37:45
212,1045,2026-06-18,annahenry,pagejohn@example.net,57,Premium,East,Delhi,5,Books,3443.53,1656.17,Completed,1974-01-28 01:25:57
60,1133,2026-04-15,morgan81,donnagonzalez@example.org,17,Premium,South,Chennai,3,Electronics,4998.49,2308.13,Pending,2020-10-17 03:22:46
252,1199,2026-03-04,amy13,christinacummings@example.org,27,Premium,South,Hyderabad,18,Electronics,2926.89,2341.82,Pending,2019-05-22 05:53:20
252,1065,2026-03-24,anthony96,annwood@example.com,42,Premium,North,Delhi,13,Clothing,1165.24,1912.67,,2018-10-18 14:24:36
209,1176,2026-05-27,ashleyshields,jstewart@example.com,47,Premium,West,Hyderabad,9,Clothing,2233.07,1590.93,Pending,1983-12-10 18:16:22
152,1102,2026-05-04,merrittphilip,gabriella93@example.net,19,Premium,South,Hyderabad,13,Clothing,1922.99,2392.61,,1991-01-15 14:09:14
156,1001,2026-01-31,lhurst,wkirby@example.org,61,Premium,East,Mumbai,17,Groceries,4204.89,2841.78,Completed,2023-07-29 07:14:17
236,1090,2025-11-24,contrerasmegan,dawn62@example.com,44,Premium,West,Delhi,3,Electronics,4857.56,2970.34,,1979-08-05 21:06:06
287,1040,2025-08-27,travis37,rickmoreno@example.org,41,Premium,South,Mumbai,19,Groceries,4394.2,2598.01,Completed,2018-10-27 08:11:20
102,1107,2026-04-13,qcarter,mercadodavid@example.net,64,Premium,North,Mumbai,11,Clothing,2169.58,717.79,Pending,2007-06-25 17:02:42
202,1043,2025-07-09,rwilliams,lvazquez@example.org,33,Basic,North,Hyderabad,5,Electronics,3871.56,1971.55,Pending,1986-04-06 19:02:16
267,1195,2026-01-30,stacyreid,stephen01@example.net,65,Premium,West,Hyderabad,19,Books,3731.24,2219.28,Completed,2025-12-21 14:39:56
4,1155,2025-10-11,gary77,fbecker@example.com,54,Premium,East,Hyderabad,14,Groceries,1504.79,726.39,Pending,1987-11-14 06:29:11
194,1154,2026-02-04,paige85,miakhan@example.org,47,Premium,North,Hyderabad,7,Groceries,4054.62,1689.14,,2016-03-24 13:10:32
41,1015,2026-04-14,romerojohn,courtney43@example.org,60,Basic,North,Chennai,7,Groceries,2700.52,2676.43,Completed,2022-08-06 23:21:59
50,1015,2026-01-25,pscott,jenningsbrian@example.org,39,Basic,North,Hyderabad,5,Electronics,695.09,2471.31,Completed,2013-05-19 00:34:17
1,1079,2025-10-26,louis34,cruzjustin@example.net,26,Premium,South,Delhi,8,Clothing,4771.54,1120.19,Completed,2007-01-07 22:49:34
251,1140,2026-06-06,brianfisher,hobbsedward@example.org,49,Premium,South,Mumbai,20,Electronics,519.81,2660.03,Pending,1999-10-24 04:27:09
138,1090,2026-05-25,awilliams,jennabutler@example.com,53,Premium,West,Hyderabad,14,Clothing,3972.4,138.51,Pending,1995-10-15 08:34:49
61,1016,2025-11-15,ncampbell,ncarroll@example.org,44,Premium,West,Hyderabad,14,Clothing,2523.39,674.38,,2017-06-13 21:08:57
280,1194,2026-04-04,kyle39,mmcneil@example.org,55,Premium,East,Mumbai,6,Clothing,4034.36,578.44,Pending,2013-03-13 11:25:42
71,1182,2026-03-13,mwilliams,pagejerry@example.org,30,Basic,West,Delhi,19,Groceries,3144.65,844.78,Pending,2023-04-23 00:00:21
75,1014,2026-03-14,bianca37,christopher07@example.com,45,Basic,West,Chennai,20,Electronics,3389.18,2696.51,Completed,1997-08-02 05:05:02
156,1081,2026-03-10,vasquezgeorge,melinda02@example.org,60,Premium,East,Mumbai,14,Electronics,425.11,2515.41,Completed,2010-04-08 18:06:19
260,1076,2025-06-30,xdowns,douglasburton@example.com,40,Premium,West,Hyderabad,16,Clothing,4868.37,2299.57,,1982-11-15 19:41:05
