customer_id,customer_name,email,city,customer_type
213,Jose Allen,kellysmith@example.com,Delhi,PREMIUM
214,Jason Beck,millsmichael@example.net,Bangalore,PREMIUM
215,Rachel Romero,myerstheodore@example.net,Mumbai,PREMIUM
216,James Burgess,kristina53@example.net,Kolkata,PREMIUM
217,Ashley Perkins,dennis58@example.com,Pune,REGULAR
218,Carrie Maxwell,epollard@example.net,Pune,PREMIUM
219,Chad Baldwin,mjohnson@example.org,Delhi,VIP
220,Stacey Stewart,invalid@email.com,Bangalore,REGULAR
221,Matthew Mitchell,glennmartin@example.org,Ahmedabad,VIP
222,Jessica Ross,ykline@example.com,Ahmedabad,VIP
223,Kathleen Jimenez,laurie61@example.com,Ahmedabad,REGULAR
224,Samantha Gardner,curtis54@example.com,Mumbai,PREMIUM
225,Mitchell Jackson,cbell@example.net,Delhi,VIP
226,Heather Bolton,danielle01@example.net,Ahmedabad,VIP
227,Heidi Owen,stephaniethomas@example.net,Kolkata,VIP
228,Jessica Martinez,kimberlydiaz@example.com,Pune,VIP
229,Amanda Hernandez,xrush@example.com,Delhi,PREMIUM
230,Laura Moreno,redwards@example.org,Mumbai,PREMIUM
231,Allison Lopez,hmcintyre@example.com,Chennai,REGULAR
232,Michele Lewis,heather73@example.org,Ahmedabad,PREMIUM
233,Benjamin Thompson,zosborn@example.net,Delhi,REGULAR
234,Victoria Contreras,piercekelly@example.com,Delhi,REGULAR
235,Michelle Ho,laurahicks@example.org,Delhi,REGULAR
236,Dr. Cynthia Snyder,angela57@example.net,Chennai,PREMIUM
237,Stephen Jones,ukey@example.com,Hyderabad,VIP
238,Patricia Morrow,martinezlogan@example.org,Chennai,VIP
239,Michael Cooper,katrinaanderson@example.net,Ahmedabad,REGULAR
240,Amy Martinez,kevinmartin@example.net,Delhi,PREMIUM
241,Travis Stone,meghan43@example.net,Pune,REGULAR
242,Denise Weber,shawgary@example.net,Delhi,PREMIUM
243,Matthew Le,megan90@example.org,Bangalore,PREMIUM
244,Travis Wise,debra96@example.net,Hyderabad,REGULAR
245,Kathleen Burton,dawn47@example.org,Delhi,REGULAR
246,Melinda Evans,barkereric@example.com,Bangalore,VIP
247,Mr. Lawrence Edwards,jessica56@example.org,Mumbai,VIP
248,Kayla Rodriguez,stevenadams@example.org,Ahmedabad,PREMIUM
249,Anthony Dougherty,kwright@example.com,Kolkata,PREMIUM
250,Michelle Lee,tyronerobertson@example.com,Hyderabad,VIP
251,Kathleen Davis,pwagner@example.org,Bangalore,REGULAR
252,Amber Campbell,amitchell@example.org,Delhi,VIP
253,Stephen Luna,zdiaz@example.org,Mumbai,REGULAR
254,Chloe Tran,hughesshannon@example.net,Chennai,REGULAR
255,William Becker,andersoncolin@example.com,Ahmedabad,PREMIUM
256,Gina Mcmillan,jameshicks@example.net,Delhi,VIP
257,Andrew Reeves,jstone@example.net,Ahmedabad,REGULAR
258,Brenda Velazquez,francisco94@example.net,Delhi,VIP
259,Ronald Patel,thomas05@example.com,Mumbai,PREMIUM
260,Veronica Silva,carlsonjoseph@example.net,Mumbai,VIP
261,Paula Lane,silvageorge@example.net,Delhi,REGULAR
262,Patricia James,anthonyvaughan@example.org,Chennai,PREMIUM
263,Jeremy Barnes,avaughn@example.net,Delhi,PREMIUM
264,Tami Salas,thorntonapril@example.net,Delhi,VIP
265,Matthew Fox,sue78@example.com,Delhi,VIP
266,Megan Dillon,chelsea33@example.com,Ahmedabad,REGULAR
267,Courtney Dudley,kellie37@example.com,Kolkata,VIP
268,Justin Michael,keith98@example.com,Delhi,REGULAR
269,Jennifer Reed,kellyroberts@example.net,Hyderabad,VIP
270,Thomas Douglas,ilewis@example.com,Hyderabad,REGULAR
271,Melissa Taylor,johnsantiago@example.net,Ahmedabad,PREMIUM
272,David Garcia,jennifer12@example.org,Kolkata,VIP
273,Vanessa Moore,mwoods@example.com,Bangalore,PREMIUM
274,Matthew Velez,pearsonjesse@example.net,Pune,PREMIUM
275,Taylor Gentry,robertmonroe@example.org,Chennai,PREMIUM
276,Jennifer Simpson DVM,nancy04@example.net,Ahmedabad,PREMIUM
277,Tanya Rogers,ihays@example.net,Kolkata,VIP
278,Todd Rosales MD,lisarivera@example.net,Bangalore,PREMIUM
279,David Lopez,krystal93@example.org,Bangalore,PREMIUM
280,Margaret Sullivan,frobertson@example.com,Hyderabad,VIP
281,Cathy Taylor,shari04@example.com,Ahmedabad,PREMIUM
282,Paul Finley,brandi90@example.com,Pune,VIP
283,Melissa Brown,marshallerik@example.net,Ahmedabad,REGULAR
284,Stephanie Padilla,hannah45@example.net,Chennai,PREMIUM
285,Tyler Mendoza,madkins@example.com,Ahmedabad,REGULAR
286,Joshua Ruiz,kathleenbecker@example.net,Mumbai,VIP
287,Angela Griffin,christian91@example.org,Hyderabad,VIP
288,Stephanie Harris,franklinbond@example.com,Mumbai,REGULAR
289,Daniel Aguilar,nolansean@example.org,Bangalore,VIP
290,Jose Bryant,hansenemily@example.com,Ahmedabad,VIP
291,Jennifer Velasquez,bethwilliams@example.com,Delhi,PREMIUM
292,Kimberly Brown,andersenthomas@example.com,Ahmedabad,REGULAR
293,Randy Cannon,ybrooks@example.com,Chennai,PREMIUM
294,Susan Bennett,desireebailey@example.org,Chennai,REGULAR
295,Jenna Anderson DVM,avilatiffany@example.com,Kolkata,PREMIUM
296,Kimberly Patel,johnreed@example.com,Delhi,REGULAR
297,Shaun Cannon,pachecorobert@example.org,Delhi,VIP
298,Austin Wheeler,tharper@example.org,Ahmedabad,REGULAR
299,Andrew Gonzales,karenparsons@example.org,Ahmedabad,PREMIUM
300,Donna Cabrera,barbara53@example.com,Kolkata,PREMIUM
301,Victoria Boyd,dturner@example.net,Mumbai,VIP
302,Sheryl Buck,dpeters@example.com,Kolkata,REGULAR
303,Megan Floyd,heather62@example.com,Kolkata,REGULAR
304,Paul Wells,kevinzimmerman@example.com,Ahmedabad,VIP
305,Kristina Faulkner,paulscott@example.com,Kolkata,PREMIUM
306,Tammy Boone,nicholsmaria@example.org,Chennai,PREMIUM
307,Michael Morrison,lopezkathleen@example.net,Chennai,VIP
308,Claire Clark,kevin03@example.org,Pune,REGULAR
309,Autumn Key,srocha@example.net,Ahmedabad,REGULAR
310,Jennifer Allen,kimberly67@example.net,Ahmedabad,REGULAR
311,Elizabeth Ward,zowens@example.net,Kolkata,VIP
312,Ryan Rocha,lawrence09@example.org,Bangalore,PREMIUM
313,Alexis Tran,mphillips@example.com,Delhi,PREMIUM
314,Kelly Sanchez,jonathan77@example.com,Kolkata,VIP
315,Robert Jackson,iwhite@example.net,Pune,VIP
316,Kelly Combs,landryelizabeth@example.org,Kolkata,PREMIUM
317,Ryan Hall,albertwagner@example.com,Ahmedabad,VIP
318,Mark Peck,bhopkins@example.org,Bangalore,REGULAR
319,Jennifer Smith,amanda40@example.net,Delhi,REGULAR
320,Megan Drake,danieldavis@example.org,Kolkata,REGULAR
321,Manuel King,joseph61@example.com,Bangalore,PREMIUM
322,Judy Sanchez,kevinclayton@example.org,Delhi,REGULAR
323,Shannon Malone,sullivannicholas@example.com,Hyderabad,PREMIUM
324,Adam Jackson,pbruce@example.com,Kolkata,REGULAR
325,Shannon Davis,hallrachel@example.net,Kolkata,VIP
326,Karen Williams,cohenjuan@example.net,Chennai,REGULAR
327,Amanda Mcfarland,alexis39@example.org,Kolkata,VIP
328,Michelle Sanders,evansanne@example.net,Ahmedabad,VIP
329,Jasmine Mosley,patrick21@example.net,Ahmedabad,VIP
330,Haley Davis,marypeterson@example.net,Delhi,VIP
331,Jennifer Ayala,invalid@email.com,Delhi,VIP
332,Henry Pugh MD,nmiller@example.com,Bangalore,PREMIUM
333,Michelle Miller,normanbowers@example.org,Delhi,VIP
334,Emily Rodriguez,hahnsean@example.com,Delhi,PREMIUM
335,Brandon Jordan,fgarcia@example.com,Mumbai,PREMIUM
336,Linda Mueller,asmith@example.com,Bangalore,REGULAR
337,Misty Hansen,ashleyjackson@example.com,Pune,VIP
338,Derrick Adams,bryanhamilton@example.com,Delhi,REGULAR
339,Richard Ward,jennifersimpson@example.net,Kolkata,PREMIUM
340,Brian Torres,invalid@email.com,Ahmedabad,PREMIUM
341,Erin Cook,kevinmorrison@example.net,Mumbai,VIP
342,Ernest Oconnell,kelly79@example.org,Mumbai,VIP
343,Douglas Hartman,daniel93@example.net,Delhi,VIP
344,Catherine Saunders MD,nhahn@example.com,Chennai,VIP
345,Sandra Jones,ichambers@example.net,Hyderabad,PREMIUM
346,David Moore,emccormick@example.com,Hyderabad,VIP
347,Karen Morales DDS,ystephens@example.com,Chennai,REGULAR
348,Robin Wheeler,rodriguezjohn@example.net,Pune,VIP
349,Matthew Williams,vrasmussen@example.com,Mumbai,REGULAR
350,Brett Walker,seanmyers@example.net,Pune,VIP
351,Kathryn Cooper,webbkenneth@example.org,Delhi,REGULAR
352,Todd Thomas,matthew38@example.com,Ahmedabad,PREMIUM
353,Brent Bowen,tflores@example.org,Pune,REGULAR
354,Ashley Sweeney,byrdfrank@example.net,Bangalore,REGULAR
355,Christopher Moore,omullen@example.com,Mumbai,VIP
356,Charlotte Sandoval,njohnson@example.org,Kolkata,VIP
357,Jeffrey Smith,jamiegoodwin@example.org,Kolkata,REGULAR
358,Rebecca Herrera,mark71@example.com,Bangalore,PREMIUM
359,Katherine Church,candice96@example.net,Delhi,VIP
360,Harold Ellis,lisamccarthy@example.com,Pune,REGULAR
361,Leslie Powers,david41@example.org,Ahmedabad,REGULAR
362,Charles Price,baileyhenderson@example.com,Pune,VIP
363,Melissa Brewer,angelaburns@example.org,Bangalore,VIP
364,Ryan Harvey,stephanie72@example.org,Delhi,VIP
365,Tracey Wagner,fortiz@example.com,Chennai,REGULAR
366,Jill Jackson,flynnjeffrey@example.org,Delhi,PREMIUM
367,Joshua Jackson,xcunningham@example.com,Mumbai,VIP
368,Ashley Wilson,amber07@example.net,Ahmedabad,PREMIUM
369,Jeffery Fitzgerald,kennethkidd@example.com,Kolkata,VIP
370,Scott Miller,rowejoel@example.net,Chennai,PREMIUM
371,Heather Page,imartin@example.org,Ahmedabad,VIP
372,Renee Hudson,candice25@example.net,Delhi,REGULAR
373,Kenneth Farley,taylorkaren@example.com,Mumbai,PREMIUM
374,Wendy Camacho,jacquelineanderson@example.org,Mumbai,PREMIUM
375,Sandra Juarez,kburns@example.net,Pune,VIP
376,Jason Hayes,powellkara@example.net,Pune,REGULAR
377,Jackie Clements,brandi17@example.net,Mumbai,REGULAR
378,Heather Brown,brobinson@example.org,Ahmedabad,REGULAR
379,Frank Campbell MD,ashleewashington@example.com,Hyderabad,REGULAR
380,Pamela Williams,ksmith@example.com,Mumbai,REGULAR
381,William Patterson,nicoleturner@example.com,Mumbai,REGULAR
382,Isaac Miller,brettgarrett@example.net,Mumbai,VIP
383,Cynthia Rios,smiththomas@example.org,Mumbai,PREMIUM
384,Kelly Wallace,dominguezlisa@example.com,Hyderabad,PREMIUM
385,Karen Perez,crosscurtis@example.com,Chennai,REGULAR
386,Edwin Reyes,darlenebyrd@example.org,Chennai,REGULAR
387,Alejandra Santos,nbell@example.net,Hyderabad,REGULAR
388,Tamara Jensen,invalid@email.com,Pune,REGULAR
389,Bryce Blair,sylvia52@example.org,Hyderabad,REGULAR
390,Bradley Tran,kimberly04@example.org,Bangalore,VIP
391,Katrina Adkins,debbie37@example.com,Ahmedabad,PREMIUM
392,Jonathan Wheeler,hatfieldsarah@example.org,Bangalore,PREMIUM
393,Ryan Fisher,kathrynbest@example.org,Hyderabad,VIP
394,Austin Baker,livingstonstacy@example.com,Delhi,PREMIUM
395,Lori Mason,zhenderson@example.org,Hyderabad,REGULAR
396,Kimberly Hernandez,collinswilliam@example.org,Kolkata,PREMIUM
397,Brittney Murphy,collinssamuel@example.org,Ahmedabad,VIP
398,Brandon Hamilton,dsalazar@example.com,Bangalore,REGULAR
399,Mary Thompson,zimmermanjacqueline@example.org,Chennai,REGULAR
400,Gregory Holmes PhD,gary24@example.net,Pune,PREMIUM
401,Patricia Johnson,enelson@example.com,Delhi,PREMIUM
402,Laura Jones,ddixon@example.com,Kolkata,REGULAR
403,Carol Moore,shannonemily@example.org,Bangalore,VIP
404,Jordan Williams,sanchezthomas@example.com,Mumbai,PREMIUM
405,Cassidy Horne,tranrobin@example.net,Mumbai,PREMIUM
406,Courtney Wright,joseph19@example.com,Ahmedabad,PREMIUM
407,Michael Williams,lindajarvis@example.com,Bangalore,PREMIUM
408,John Campbell,mark87@example.org,Delhi,PREMIUM
409,Eddie Mueller,stevenvargas@example.com,Ahmedabad,REGULAR
410,Dr. Morgan Payne PhD,adamortiz@example.org,Bangalore,REGULAR
411,Makayla Steele,tapiaaaron@example.net,Pune,REGULAR
412,Oscar Parker,alyssaallen@example.com,Pune,VIP
413,Valerie Thomas,christopher38@example.com,Pune,VIP
414,Jacqueline Villegas,carpenterwilliam@example.net,Kolkata,VIP
415,Angela Bradley,ibates@example.org,Delhi,VIP
416,Samuel Howe,vhaynes@example.com,Bangalore,VIP
417,Dillon Jones,derekcarrillo@example.org,Chennai,VIP
418,Christopher Owens,wmartinez@example.org,Bangalore,PREMIUM
419,John Phelps,mooregina@example.net,Pune,REGULAR
420,Amanda Huff,eddie35@example.com,Mumbai,PREMIUM
421,Megan Green,anthonysullivan@example.com,Hyderabad,VIP
422,Krista Davis,laradonald@example.org,Delhi,REGULAR
423,Richard Walker,madisonwatson@example.net,Delhi,PREMIUM
424,Angela Willis,johnsoncaleb@example.net,Chennai,REGULAR
425,Carl Stein,david70@example.org,Kolkata,REGULAR
426,Jessica Ramsey,rjohnson@example.com,Hyderabad,REGULAR
427,Daniel Lopez,sean20@example.net,Mumbai,PREMIUM
428,Danielle Phillips,eandrade@example.org,Pune,REGULAR
429,James Barnes,crystalpham@example.org,Pune,VIP
430,Rachael Howard DDS,kcooper@example.net,Hyderabad,REGULAR
431,Devin Johnson,anthonycochran@example.com,Hyderabad,VIP
432,William Moreno,terrigarcia@example.net,Ahmedabad,VIP
433,Joseph Moody,gallagherstacie@example.net,Ahmedabad,PREMIUM
434,Rebecca Kelly,gregorywatkins@example.net,Bangalore,PREMIUM
435,Suzanne Johnson,stacey92@example.net,Delhi,VIP
436,Sara Cochran,lweaver@example.com,Ahmedabad,VIP
437,Anthony Guzman,foxaaron@example.net,Hyderabad,REGULAR
438,Carlos Love,brian29@example.net,Hyderabad,REGULAR
439,Patricia Mathis,susan56@example.net,Mumbai,REGULAR
440,Eric Taylor,jessicakim@example.net,Delhi,PREMIUM
